Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,salinity,Sample Name,SRA Study,temperature,oxygen
SRR10759605,WGA,488,100739421,PRJNA385736,SAMN13671268,Metagenome or environmental,55338344,CSIRO,2016-06-24,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7433852,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,0.0042 N 168.7368 W,102.100.100/34499,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.2413,34499_nifH,SRP114822,28.1,187.1
SRR10759606,WGA,430,22310451,PRJNA385736,SAMN13671151,Metagenome or environmental,14121776,CSIRO,2016-05-13,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433851,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,57.5065 S 170.0058 W,102.100.100/34382,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,33.9122,34382_nifH,SRP114822,3.64,312.4
SRR10759607,WGA,491,81276612,PRJNA385736,SAMN13671267,Metagenome or environmental,44599746,CSIRO,2016-06-23,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433850,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,0.4966 S 168.7438 W,102.100.100/34498,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.3051,34498_nifH,SRP114822,28.57,191.4
SRR10759609,WGA,476,80031900,PRJNA385736,SAMN13671265,Metagenome or environmental,45150613,CSIRO,2016-06-23,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433848,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,1.5004 S 168.7497 W,102.100.100/34496,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.2959,34496_nifH,SRP114822,29.053,197.3
SRR10759610,WGA,487,62978928,PRJNA385736,SAMN13671264,Metagenome or environmental,35262897,CSIRO,2016-06-23,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433847,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,2.0011 S 168.7501 W,102.100.100/34495,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.3173,34495_nifH,SRP114822,29.126,196.9
SRR10759611,WGA,483,585504,PRJNA385736,SAMN13671263,Metagenome or environmental,457034,CSIRO,2016-06-22,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433846,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,2.5006 S 168.7509 W,102.100.100/34494,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9453,34494_nifH,SRP114822,29.673,194.8
SRR10759613,WGA,462,48686930,PRJNA385736,SAMN13671261,Metagenome or environmental,26917593,CSIRO,2016-06-22,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433844,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,3.5013 S 168.7506 W,102.100.100/34492,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.8213,34492_nifH,SRP114822,29.962,194.2
SRR10759615,WGA,468,61697229,PRJNA385736,SAMN13671259,Metagenome or environmental,35177666,CSIRO,2016-06-21,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433842,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,4.5003 S 168.7502 W,102.100.100/34490,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.849,34490_nifH,SRP114822,30.258,193.8
SRR10759616,WGA,456,26068286,PRJNA385736,SAMN13671258,Metagenome or environmental,15320226,CSIRO,2016-06-21,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433841,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,4.9981 S 168.7502 W,102.100.100/34489,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9776,34489_nifH,SRP114822,30.373,191.4
SRR10759617,WGA,449,16927073,PRJNA385736,SAMN13671150,Metagenome or environmental,10849810,CSIRO,2016-05-13,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7433840,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,57.9989 S 170.006 W,102.100.100/34381,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,33.8929,34381_nifH,SRP114822,3.14,315.2
SRR10759618,WGA,430,16614152,PRJNA385736,SAMN13671257,Metagenome or environmental,10896853,CSIRO,2016-06-21,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433839,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,5.5023 S 168.7504 W,102.100.100/34488,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9405,34488_nifH,SRP114822,30.419,191.4
SRR10759619,WGA,470,41970022,PRJNA385736,SAMN13671256,Metagenome or environmental,25158428,CSIRO,2016-06-20,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433838,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,5.9991 S 168.7513 W,102.100.100/34487,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.8935,34487_nifH,SRP114822,30.455,192
SRR10759620,WGA,489,33683340,PRJNA385736,SAMN13671255,Metagenome or environmental,18841805,CSIRO,2016-06-20,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7433837,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,6.5003 S 168.7491 W,102.100.100/34486,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.7665,34486_nifH,SRP114822,30.162,192.4
SRR10759621,WGA,468,52565118,PRJNA385736,SAMN13671254,Metagenome or environmental,28492471,CSIRO,2016-06-20,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433836,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,7.002 S 168.7528 W,102.100.100/34485,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.6489,34485_nifH,SRP114822,30.075,192.8
SRR10759622,WGA,487,35624510,PRJNA385736,SAMN13671253,Metagenome or environmental,20349191,CSIRO,2016-06-20,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433835,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,7.4985 S 168.7503 W,102.100.100/34484,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.4971,34484_nifH,SRP114822,29.971,192.8
SRR10759623,WGA,373,7595841,PRJNA385736,SAMN13671252,Metagenome or environmental,4524135,CSIRO,2016-06-19,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433834,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,8.0003 S 168.6161 W,102.100.100/34483,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5568,34483_nifH,SRP114822,30.138,192.8
SRR10759624,WGA,480,38390429,PRJNA385736,SAMN13671251,Metagenome or environmental,24107620,CSIRO,2016-06-19,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433833,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,8.4941 S 168.7514 W,102.100.100/34482,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5117,34482_nifH,SRP114822,29.977,192.5
SRR10759625,WGA,447,18155174,PRJNA385736,SAMN13671250,Metagenome or environmental,11405167,CSIRO,2016-06-19,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7433832,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,8.9988 S 168.8752 W,102.100.100/34481,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5249,34481_nifH,SRP114822,29.924,192.9
SRR10759626,WGA,500,60046984,PRJNA385736,SAMN13671237,Metagenome or environmental,32359861,CSIRO,2016-06-15,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433831,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,15.0029 S 170 W,102.100.100/34468,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.0003,34468_nifH,SRP114822,28.093,197
SRR10759627,WGA,499,61642328,PRJNA385736,SAMN13671236,Metagenome or environmental,33119473,CSIRO,2016-06-15,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433830,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,15.4963 S 170.001 W,102.100.100/34467,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.0554,34467_nifH,SRP114822,27.826,196.8
SRR10759628,WGA,499,87743139,PRJNA385736,SAMN13671235,Metagenome or environmental,47754520,CSIRO,2016-06-15,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433829,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,16.0015 S 170.0016 W,102.100.100/34466,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.3934,34466_nifH,SRP114822,27.443,198.8
SRR10759629,WGA,473,37225209,PRJNA385736,SAMN13671234,Metagenome or environmental,20558133,CSIRO,2016-06-14,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433828,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,16.5028 S 170.0004 W,102.100.100/34465,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.4394,34465_nifH,SRP114822,27.127,200.2
SRR10759630,WGA,464,37549213,PRJNA385736,SAMN13671233,Metagenome or environmental,22135878,CSIRO,2016-06-14,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433827,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,17.0013 S 170.0012 W,102.100.100/34464,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.4458,34464_nifH,SRP114822,26.57,201.7
SRR10759631,WGA,488,62971491,PRJNA385736,SAMN13671232,Metagenome or environmental,34506291,CSIRO,2016-06-14,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433826,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,17.4985 S 170.001 W,102.100.100/34463,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.433,34463_nifH,SRP114822,26.722,201.1
SRR10759632,WGA,474,35901175,PRJNA385736,SAMN13671231,Metagenome or environmental,22285523,CSIRO,2016-06-14,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433825,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,17.9984 S 170.0004 W,102.100.100/34462,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.4683,34462_nifH,SRP114822,26.505,202
SRR10759633,WGA,492,44054605,PRJNA385736,SAMN13671230,Metagenome or environmental,24919707,CSIRO,2016-06-13,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433824,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,18.5003 S 170.0019 W,102.100.100/34461,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.4822,34461_nifH,SRP114822,26.195,202.7
SRR10759634,WGA,500,91924743,PRJNA385736,SAMN13671229,Metagenome or environmental,48323620,CSIRO,2016-06-13,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433823,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,19.0012 S 170.059 W,102.100.100/34460,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.7003,34460_nifH,SRP114822,25.294,205.8
SRR10759635,WGA,500,120731730,PRJNA385736,SAMN13671228,Metagenome or environmental,65644848,CSIRO,2016-06-13,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433822,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,19.4953 S 170.0026 W,102.100.100/34459,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6867,34459_nifH,SRP114822,25.239,206.1
SRR10759636,WGA,256,1978030,PRJNA385736,SAMN13671147,Metagenome or environmental,1329290,CSIRO,2016-05-09,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433821,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,61.0057 S 170.0017 W,102.100.100/34378,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,33.9981,34378_nifH,SRP114822,1.531,322.4
SRR10759637,WGA,500,85370379,PRJNA385736,SAMN13671227,Metagenome or environmental,45528752,CSIRO,2016-06-12,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7433820,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,19.9981 S 170.0022 W,102.100.100/34458,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6373,34458_nifH,SRP114822,25.394,205.7
SRR10759638,WGA,500,61615969,PRJNA385736,SAMN13671226,Metagenome or environmental,32288637,CSIRO,2016-06-12,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433819,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,20.5032 S 169.9991 W,102.100.100/34457,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.5671,34457_nifH,SRP114822,25.524,204.6
SRR10759639,WGA,500,56921510,PRJNA385736,SAMN13671225,Metagenome or environmental,30081838,CSIRO,2016-06-12,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433818,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,20.9973 S 169.9991 W,102.100.100/34456,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6199,34456_nifH,SRP114822,24.965,206.7
SRR10759640,WGA,500,52630153,PRJNA385736,SAMN13671224,Metagenome or environmental,27957468,CSIRO,2016-06-11,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433817,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,21.5003 S 170.0001 W,102.100.100/34455,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6529,34455_nifH,SRP114822,24.472,208.7
SRR10759642,WGA,500,59919342,PRJNA385736,SAMN13671222,Metagenome or environmental,31451720,CSIRO,2016-06-11,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433815,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,22.4992 S 170.0001 W,102.100.100/34453,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6768,34453_nifH,SRP114822,24.675,207.6
SRR10759643,WGA,500,41072543,PRJNA385736,SAMN13671221,Metagenome or environmental,22991601,CSIRO,2016-06-11,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433814,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,22.9949 S 170.0004 W,102.100.100/34452,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6611,34452_nifH,SRP114822,24.792,207.4
SRR10759644,WGA,500,66904867,PRJNA385736,SAMN13671220,Metagenome or environmental,35686008,CSIRO,2016-06-10,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433813,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,23.5035 S 169.9982 W,102.100.100/34451,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6517,34451_nifH,SRP114822,24.147,210
SRR10759645,WGA,500,74563502,PRJNA385736,SAMN13671219,Metagenome or environmental,38972046,CSIRO,2016-06-10,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433812,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,23.9956 S 170.0036 W,102.100.100/34450,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.7804,34450_nifH,SRP114822,23.235,213.8
SRR10759646,WGA,500,59222128,PRJNA385736,SAMN13671218,Metagenome or environmental,30329058,CSIRO,2016-06-10,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433811,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,24.4994 S 170.0022 W,102.100.100/34449,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.756,34449_nifH,SRP114822,23.192,213.4
SRR10759648,WGA,500,78620836,PRJNA385736,SAMN13671217,Metagenome or environmental,42111810,CSIRO,2016-06-09,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433809,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,24.993 S 170.004 W,102.100.100/34448,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.7152,34448_nifH,SRP114822,23.211,212.6
SRR10759649,WGA,499,56222677,PRJNA385736,SAMN13671216,Metagenome or environmental,29815696,CSIRO,2016-06-09,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433808,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,25.4911 S 170.0026 W,102.100.100/34447,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6878,34447_nifH,SRP114822,23.481,211.5
SRR10759650,WGA,500,56877903,PRJNA385736,SAMN13671215,Metagenome or environmental,29963611,CSIRO,2016-06-09,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433807,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,25.9835 S 169.9958 W,102.100.100/34446,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6918,34446_nifH,SRP114822,23.41,212.2
SRR10759651,WGA,500,64815067,PRJNA385736,SAMN13671214,Metagenome or environmental,33158890,CSIRO,2016-06-08,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433806,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,26.4806 S 169.9965 W,102.100.100/34445,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8731,34445_nifH,SRP114822,21.938,217.9
SRR10759653,WGA,500,82630838,PRJNA385736,SAMN13671212,Metagenome or environmental,43278346,CSIRO,2016-06-06,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7433804,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,28.5012 S 169.9972 W,102.100.100/34443,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8557,34443_nifH,SRP114822,22.07,216.9
SRR10759654,WGA,499,70173460,PRJNA385736,SAMN13671211,Metagenome or environmental,36813993,CSIRO,2016-06-06,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433803,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,28.9991 S 169.9838 W,102.100.100/34442,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8401,34442_nifH,SRP114822,22.153,216.9
SRR10759655,WGA,500,53890125,PRJNA385736,SAMN13671210,Metagenome or environmental,27435964,CSIRO,2016-06-05,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433802,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,29.499 S 169.9957 W,102.100.100/34441,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8747,34441_nifH,SRP114822,21.374,220.3
SRR10759656,WGA,497,35953504,PRJNA385736,SAMN13671209,Metagenome or environmental,18603981,CSIRO,2016-06-05,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433801,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,29.9597 S 169.9798 W,102.100.100/34440,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.878,34440_nifH,SRP114822,21.004,221.6
SRR10759658,WGA,454,26444253,PRJNA385736,SAMN13671145,Metagenome or environmental,17313810,CSIRO,2016-05-08,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433799,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,62.0027 S 169.9948 W,102.100.100/34376,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.07,34376_nifH,SRP114822,0.878,320.8
SRR10759659,WGA,500,49243106,PRJNA385736,SAMN13671207,Metagenome or environmental,25626175,CSIRO,2016-06-05,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433798,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,31.0006 S 169.9959 W,102.100.100/34438,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8754,34438_nifH,SRP114822,21.133,220.7
SRR10759660,WGA,500,40887650,PRJNA385736,SAMN13671206,Metagenome or environmental,21415046,CSIRO,2016-06-04,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433797,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,31.4895 S 169.9788 W,102.100.100/34437,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.85,34437_nifH,SRP114822,21.294,220.5
SRR10759661,WGA,487,63880158,PRJNA385736,SAMN13671249,Metagenome or environmental,35179493,CSIRO,2016-06-18,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7433796,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,9.499 S 168.9992 W,102.100.100/34480,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5933,34480_nifH,SRP114822,29.978,192.6
SRR10759662,WGA,462,29517494,PRJNA385736,SAMN13671248,Metagenome or environmental,18557660,CSIRO,2016-06-18,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433795,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,9.9236 S 169.6302 W,102.100.100/34479,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5032,34479_nifH,SRP114822,29.821,192.5
SRR10759663,WGA,476,29713023,PRJNA385736,SAMN13671149,Metagenome or environmental,16720650,CSIRO,2016-05-12,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7433794,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,58.9972 S 170.0005 W,102.100.100/34380,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,33.892,34380_nifH,SRP114822,2.519,320.1
SRR10759664,WGA,366,11965605,PRJNA385736,SAMN13671247,Metagenome or environmental,7551439,CSIRO,2016-06-18,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433793,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,10.4981 S 169.9985 W,102.100.100/34478,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.5534,34478_nifH,SRP114822,29.766,192.7
SRR10759665,WGA,452,29637516,PRJNA385736,SAMN13671246,Metagenome or environmental,18583385,CSIRO,2016-06-18,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433792,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,10.9975 S 169.9994 W,102.100.100/34477,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.6941,34477_nifH,SRP114822,29.657,192.7
SRR10759666,WGA,463,36376718,PRJNA385736,SAMN13671245,Metagenome or environmental,21318275,CSIRO,2016-06-17,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7433791,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,11.4959 S 169.9992 W,102.100.100/34476,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.7096,34476_nifH,SRP114822,29.5,193.3
SRR10759668,WGA,496,80549518,PRJNA385736,SAMN13671243,Metagenome or environmental,49769000,CSIRO,2016-06-17,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433789,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,12.498 S 169.999 W,102.100.100/34474,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.7528,34474_nifH,SRP114822,29.296,193.4
SRR10759669,WGA,473,36881768,PRJNA385736,SAMN13671242,Metagenome or environmental,22018821,CSIRO,2016-06-17,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433788,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,12.9975 S 169.9982 W,102.100.100/34473,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.8744,34473_nifH,SRP114822,29.278,193.9
