Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Chlorophyll,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,diss_oxygen,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,salinity,Sample Name,SRA Study,temp,nitrate,phosphate,silicate
SRR12432996,AMPLICON,602,155610378,PRJNA656687,SAMN15795535,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",105865473,UNIVERSITY OF COPENHAGEN,16.4,2017-08-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,11.05,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928755,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S41,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,28.67,N6_B14 S,SRP277143,23.57,,,
SRR12432997,AMPLICON,602,75868254,PRJNA656687,SAMN15795517,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",53101122,UNIVERSITY OF COPENHAGEN,3.7,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,9.08,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928754,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S5,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,24.89,N1_B6 S,SRP277143,12.68,9.08,0.54,22.33
SRR12432998,AMPLICON,602,72505482,PRJNA656687,SAMN15795534,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",51401306,UNIVERSITY OF COPENHAGEN,27.1,2017-08-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,9.77,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928753,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S39,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,24.49,N6_B4 S,SRP277143,22.49,n/d,0.86,28.68
SRR12432999,AMPLICON,602,190045982,PRJNA656687,SAMN15795533,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",132175063,UNIVERSITY OF COPENHAGEN,2.9,2017-07-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,6.68,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928752,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S37,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,29.36,N5_B7 S,SRP277143,20.58,0.86,1.48,29.45
SRR12433000,AMPLICON,602,83027238,PRJNA656687,SAMN15795532,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",56236283,UNIVERSITY OF COPENHAGEN,3.9,2017-07-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,6.15,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928751,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S35,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,28.59,N5_B6 S,SRP277143,21.2,2.01,1.82,32.78
SRR12433001,AMPLICON,602,171860164,PRJNA656687,SAMN15795531,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",117793068,UNIVERSITY OF COPENHAGEN,12,2017-07-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.26,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928750,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S33,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,27.6,N5_B14 S,SRP277143,23.55,,,
SRR12433002,AMPLICON,602,182873152,PRJNA656687,SAMN15795530,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",126448709,UNIVERSITY OF COPENHAGEN,4.7,2017-07-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,4.92,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928749,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S31,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,27.08,N5_B4 S,SRP277143,20.59,5.7,2.3,44.41
SRR12433003,AMPLICON,602,167809908,PRJNA656687,SAMN15795529,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",111234054,UNIVERSITY OF COPENHAGEN,11.3,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.69,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928748,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S29,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,29.58,N4_B7 S,SRP277143,21.6,n/d,0.46,5.5
SRR12433004,AMPLICON,602,73362128,PRJNA656687,SAMN15795528,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",50729248,UNIVERSITY OF COPENHAGEN,9.4,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,6.59,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928747,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S27,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,29.12,N4_B6 S,SRP277143,22.12,0.03,0.87,11.22
SRR12433005,AMPLICON,602,216684482,PRJNA656687,SAMN15795527,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",150638987,UNIVERSITY OF COPENHAGEN,18.4,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.89,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928746,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S25,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,27.83,N4_B14 S,SRP277143,23.68,,,
SRR12433006,AMPLICON,602,250923232,PRJNA656687,SAMN15795526,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",164454289,UNIVERSITY OF COPENHAGEN,6.8,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.07,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928745,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S23,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,28.8,N3_B7 S,SRP277143,20.58,0.01,0.22,7
SRR12433007,AMPLICON,602,397851566,PRJNA656687,SAMN15795525,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",263525661,UNIVERSITY OF COPENHAGEN,7.3,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.68,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928744,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S21,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,27.4,N3_B6 S,SRP277143,21.05,0.01,0.72,14.2
SRR12433008,AMPLICON,602,66067092,PRJNA656687,SAMN15795516,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",44866604,UNIVERSITY OF COPENHAGEN,6.5,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.37,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928743,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S3,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,26.5,N1_B14 S,SRP277143,13.02,,,
SRR12433009,AMPLICON,602,244039964,PRJNA656687,SAMN15795515,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",168394817,UNIVERSITY OF COPENHAGEN,15.6,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.87,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX8928742,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S1,PAIRED,PCR,METAGENOMIC,estuary metagenome,ILLUMINA,2020-08-30T00:00:00Z,23.56,N1_B4 S,SRP277143,12.29,20.32,1.36,45.79
SRR12726924,AMPLICON,602,54586350,PRJNA656687,SAMN15795524,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",38158234,UNIVERSITY OF COPENHAGEN,0,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,5.71,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200338,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S82,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.28,N3_B14 S,SRP277143,22.51,,,
SRR12726925,AMPLICON,602,59606428,PRJNA656687,SAMN15795523,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",41765323,UNIVERSITY OF COPENHAGEN,0,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.82,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200337,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S80,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,13.74,N3_B4 S,SRP277143,21.47,4.63,1.1,30.01
SRR12726926,AMPLICON,602,39679626,PRJNA656687,SAMN15795522,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27681444,UNIVERSITY OF COPENHAGEN,6.7,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.37,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200336,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S78,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.5,N2_B7 S,SRP277143,15.73,1.57,0.46,21.57
SRR12726927,AMPLICON,602,26478368,PRJNA656687,SAMN15795521,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18773361,UNIVERSITY OF COPENHAGEN,3.9,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.23,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200335,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S76,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.24,N2_B6 S,SRP277143,16,2.49,0.59,21.26
SRR12726928,AMPLICON,602,237101312,PRJNA656687,SAMN15795520,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",165025066,UNIVERSITY OF COPENHAGEN,11.8,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,11.13,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200334,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S72,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.22,N2_B14 S,SRP277143,17.72,,,
SRR12726929,AMPLICON,602,66300066,PRJNA656687,SAMN15795519,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",46626342,UNIVERSITY OF COPENHAGEN,20.4,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,9.18,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200333,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S68,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,21.54,N2_B4 S,SRP277143,16.57,18.76,1.61,45.09
SRR12726930,AMPLICON,602,75849592,PRJNA656687,SAMN15795518,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",53032781,UNIVERSITY OF COPENHAGEN,3.1,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,9.3,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200332,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S65,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,26.74,N1_B7 S,SRP277143,12.74,3.15,0.49,13.45
SRR12726931,AMPLICON,602,226960020,PRJNA656687,SAMN15795554,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",155528179,UNIVERSITY OF COPENHAGEN,8.9,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,5.48,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200331,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S89,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.27,N4_B14 D,SRP277143,23,,,
SRR12726932,AMPLICON,602,355958386,PRJNA656687,SAMN15795553,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",248152617,UNIVERSITY OF COPENHAGEN,5,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,6.66,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200330,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S87,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29.95,N3_B7 D,SRP277143,18.63,,,
SRR12726933,AMPLICON,602,87238228,PRJNA656687,SAMN15795552,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",60565986,UNIVERSITY OF COPENHAGEN,3.7,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,5.67,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200329,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S85,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29,N3_B6 D,SRP277143,20.04,,,
SRR12726934,AMPLICON,602,94347246,PRJNA656687,SAMN15795551,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",64997275,UNIVERSITY OF COPENHAGEN,0,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,5.32,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200328,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S83,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.5,N3_B14 D,SRP277143,21.93,,,
SRR12726935,AMPLICON,602,86975154,PRJNA656687,SAMN15795550,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",60429511,UNIVERSITY OF COPENHAGEN,0,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,6.12,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200327,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S81,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.41,N3_B4 D,SRP277143,19.39,,,
SRR12726936,AMPLICON,602,86798166,PRJNA656687,SAMN15795549,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",60343188,UNIVERSITY OF COPENHAGEN,2.5,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,6.74,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200326,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S79,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,30.63,N2_B7 D,SRP277143,4.14,,,
SRR12726937,AMPLICON,602,34787774,PRJNA656687,SAMN15795548,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",24320003,UNIVERSITY OF COPENHAGEN,2.2,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,5.84,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200325,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S77,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29.61,N2_B6 D,SRP277143,14.6,,,
SRR12726938,AMPLICON,602,50527064,PRJNA656687,SAMN15795547,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",35472710,UNIVERSITY OF COPENHAGEN,8.7,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,7.03,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200324,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S74,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.88,N2_B14 D,SRP277143,15.29,,,
SRR12726939,AMPLICON,602,51714208,PRJNA656687,SAMN15795517,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",36014091,UNIVERSITY OF COPENHAGEN,3.7,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,9.08,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200323,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S61,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,24.89,N1_B6 S,SRP277143,12.68,9.08,0.54,22.33
SRR12726940,AMPLICON,602,22627374,PRJNA656687,SAMN15795546,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",15842539,UNIVERSITY OF COPENHAGEN,1.6,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,6.2,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200322,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S70,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29.88,N2_B4 D,SRP277143,14.39,,,
SRR12726941,AMPLICON,602,25749948,PRJNA656687,SAMN15795545,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",17781388,UNIVERSITY OF COPENHAGEN,2.5,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,8.04,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200321,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S67,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,30.25,N1_B7 D,SRP277143,11.2,,,
SRR12726942,AMPLICON,602,534153998,PRJNA656687,SAMN15795544,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",369992159,UNIVERSITY OF COPENHAGEN,3.5,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,8.11,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200320,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S63,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.26,N1_B6 D,SRP277143,12.46,,,
SRR12726943,AMPLICON,602,202792730,PRJNA656687,SAMN15795543,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",138318709,UNIVERSITY OF COPENHAGEN,3.3,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,7.7,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200319,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S59,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.09,N1_B14 D,SRP277143,12.4,,,
SRR12726944,AMPLICON,602,159528796,PRJNA656687,SAMN15795542,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",111535470,UNIVERSITY OF COPENHAGEN,3.7,2017-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6.5 m,7.56,estuarine biome [ENVO:01000020],estuarine coastal lower water column [ENVO:01001314],estuarine water [ENVO:01000301],SRX9200318,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.74 N 71.37 W,S56,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.1,N1_B4 D,SRP277143,11.79,,,
SRR12726945,AMPLICON,602,88101496,PRJNA656687,SAMN15795529,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",61550358,UNIVERSITY OF COPENHAGEN,11.3,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.69,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200317,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S91,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29.58,N4_B7 S,SRP277143,21.6,n/d,0.46,5.5
SRR12726946,AMPLICON,602,194377974,PRJNA656687,SAMN15795528,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",134076154,UNIVERSITY OF COPENHAGEN,9.4,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,6.59,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200316,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S90,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,29.12,N4_B6 S,SRP277143,22.12,0.03,0.87,11.22
SRR12726947,AMPLICON,602,253278858,PRJNA656687,SAMN15795527,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",172229041,UNIVERSITY OF COPENHAGEN,18.4,2017-07-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.89,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200315,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.67 N 71.42 W,S88,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.83,N4_B14 S,SRP277143,23.68,,,
SRR12726948,AMPLICON,602,6372170,PRJNA656687,SAMN15795526,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4562204,UNIVERSITY OF COPENHAGEN,6.8,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,8.07,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200314,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.58 N 71.38 W,S86,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,28.8,N3_B7 S,SRP277143,20.58,0.01,0.22,7
SRR12726949,AMPLICON,602,103091898,PRJNA656687,SAMN15795525,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",71547894,UNIVERSITY OF COPENHAGEN,7.3,2017-06-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1 m,7.68,estuarine biome [ENVO:01000020],estuarine coastal upper water column [ENVO:01001312],estuarine water [ENVO:01000301],SRX9200313,USA,North America,USA:Narragansett Bay,Illumina MiSeq,41.63 N 71.38 W,S84,PAIRED,RT-PCR,METATRANSCRIPTOMIC,estuary metagenome,ILLUMINA,2020-09-28T00:00:00Z,27.4,N3_B6 S,SRP277143,21.05,0.01,0.72,14.2
