"SAMPLEID"	"StudyID"	"Run"	"SRA_Study"	"BioProject"	"BioSample"	"Sample_Name"	"Sample_Name_2"	"Region"	"Collection_Date"	"Time"	"Depth"	"Station"	"geo_loc_name"	"Lat_Lon"	"Latitude"	"Longitude"	"LibraryName"	"LibrarySelection"	"LibrarySource"	"Size_fraction"	"Sample_Type"	"Lat"	"Lon"	"DateTimeUTC"	"FIXME.Depth"
"SRR5915621"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483148"	"102.100.100/34137"	NA	NA	"2016-3-11"	NA	"75"	NA	"Australia:Port Hacking NRS"	"34.119200 S 151.226700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.1192	151.2267	"2016-03-11T01:00:00"	FALSE
"SRR5915622"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483148"	"102.100.100/34137"	NA	NA	"2016-3-11"	NA	"75"	NA	"Australia:Port Hacking NRS"	"34.119200 S 151.226700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.1192	151.2267	"2016-03-11T01:00:00"	FALSE
"SRR5915623"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483149"	"102.100.100/34138"	NA	NA	"2016-3-11"	NA	"100"	NA	"Australia:Port Hacking NRS"	"34.119200 S 151.226700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.1192	151.2267	"2016-03-11T01:00:00"	FALSE
"SRR5915624"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483149"	"102.100.100/34138"	NA	NA	"2016-3-11"	NA	"100"	NA	"Australia:Port Hacking NRS"	"34.119200 S 151.226700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.1192	151.2267	"2016-03-11T01:00:00"	FALSE
"SRR5915625"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483249"	"102.100.100/34238"	NA	NA	"2016-2-2"	NA	"10"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915626"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483249"	"102.100.100/34238"	NA	NA	"2016-2-2"	NA	"10"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915627"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483151"	"102.100.100/34140"	NA	NA	"2015-12-17"	NA	"10"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2015-12-17T01:00:00"	FALSE
"SRR5915628"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483248"	"102.100.100/34237"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915629"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483247"	"102.100.100/34236"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915630"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483260"	"102.100.100/34249"	NA	NA	"2016-4-12"	NA	"50"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915631"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483260"	"102.100.100/34249"	NA	NA	"2016-4-12"	NA	"50"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915632"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483259"	"102.100.100/34248"	NA	NA	"2016-4-12"	NA	"40"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915633"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483260"	"102.100.100/34249"	NA	NA	"2016-4-12"	NA	"50"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915634"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483259"	"102.100.100/34248"	NA	NA	"2016-4-12"	NA	"40"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915635"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483259"	"102.100.100/34248"	NA	NA	"2016-4-12"	NA	"40"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915636"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483258"	"102.100.100/34247"	NA	NA	"2016-4-12"	NA	"30"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915637"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483258"	"102.100.100/34247"	NA	NA	"2016-4-12"	NA	"30"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915638"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483260"	"102.100.100/34249"	NA	NA	"2016-4-12"	NA	"50"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915639"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483261"	"102.100.100/34250"	NA	NA	"2016-5-7"	NA	"0"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-05-07T02:00:00"	FALSE
"SRR5915640"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483169"	"102.100.100/34158"	NA	NA	"2016-3-22"	NA	"10"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915641"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483169"	"102.100.100/34158"	NA	NA	"2016-3-22"	NA	"10"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915642"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483169"	"102.100.100/34158"	NA	NA	"2016-3-22"	NA	"10"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915643"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483170"	"102.100.100/34159"	NA	NA	"2016-3-22"	NA	"20"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915644"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483168"	"102.100.100/34157"	NA	NA	"2016-3-22"	NA	"0"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915645"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483168"	"102.100.100/34157"	NA	NA	"2016-3-22"	NA	"0"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915646"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483168"	"102.100.100/34157"	NA	NA	"2016-3-22"	NA	"0"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915647"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483168"	"102.100.100/34157"	NA	NA	"2016-3-22"	NA	"0"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-22T01:00:00"	FALSE
"SRR5915648"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483253"	"102.100.100/34242"	NA	NA	"2016-3-21"	NA	"26"	NA	"Australia:Yongala NRS"	"19.308500 S 147.618400 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.3085	147.6184	"2016-03-21T02:00:00"	FALSE
"SRR5915649"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483252"	"102.100.100/34241"	NA	NA	"2016-3-21"	NA	"10"	NA	"Australia:Yongala NRS"	"19.308500 S 147.618400 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.3085	147.6184	"2016-03-21T02:00:00"	FALSE
"SRR5915650"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483253"	"102.100.100/34242"	NA	NA	"2016-3-21"	NA	"26"	NA	"Australia:Yongala NRS"	"19.308500 S 147.618400 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.3085	147.6184	"2016-03-21T02:00:00"	FALSE
"SRR5915651"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483253"	"102.100.100/34242"	NA	NA	"2016-3-21"	NA	"26"	NA	"Australia:Yongala NRS"	"19.308500 S 147.618400 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.3085	147.6184	"2016-03-21T02:00:00"	FALSE
"SRR5915652"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483254"	"102.100.100/34243"	NA	NA	"2016-2-2"	NA	"18"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915653"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483253"	"102.100.100/34242"	NA	NA	"2016-3-21"	NA	"26"	NA	"Australia:Yongala NRS"	"19.308500 S 147.618400 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.3085	147.6184	"2016-03-21T02:00:00"	FALSE
"SRR5915654"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483254"	"102.100.100/34243"	NA	NA	"2016-2-2"	NA	"18"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915655"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483254"	"102.100.100/34243"	NA	NA	"2016-2-2"	NA	"18"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915656"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483255"	"102.100.100/34244"	NA	NA	"2016-4-12"	NA	"0"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-04-12T02:00:00"	FALSE
"SRR5915657"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483254"	"102.100.100/34243"	NA	NA	"2016-2-2"	NA	"18"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915658"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483191"	"102.100.100/34180"	NA	NA	"2016-3-24"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915659"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483191"	"102.100.100/34180"	NA	NA	"2016-3-24"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915660"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483189"	"102.100.100/34178"	NA	NA	"2016-3-24"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915661"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483189"	"102.100.100/34178"	NA	NA	"2016-3-24"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915662"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483190"	"102.100.100/34179"	NA	NA	"2016-3-24"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915663"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483189"	"102.100.100/34178"	NA	NA	"2016-3-24"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915664"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483190"	"102.100.100/34179"	NA	NA	"2016-3-24"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915665"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483190"	"102.100.100/34179"	NA	NA	"2016-3-24"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915666"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483191"	"102.100.100/34180"	NA	NA	"2016-3-24"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915667"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483191"	"102.100.100/34180"	NA	NA	"2016-3-24"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-03-24T04:00:00"	FALSE
"SRR5915668"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483201"	"102.100.100/34190"	NA	NA	"2016-2-23"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915669"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483201"	"102.100.100/34190"	NA	NA	"2016-2-23"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915670"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483201"	"102.100.100/34190"	NA	NA	"2016-2-23"	NA	"30"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915671"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483202"	"102.100.100/34191"	NA	NA	"2016-2-23"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915672"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483202"	"102.100.100/34191"	NA	NA	"2016-2-23"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915673"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483202"	"102.100.100/34191"	NA	NA	"2016-2-23"	NA	"40"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915674"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483203"	"102.100.100/34192"	NA	NA	"2016-2-23"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915675"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483203"	"102.100.100/34192"	NA	NA	"2016-2-23"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915676"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483203"	"102.100.100/34192"	NA	NA	"2016-2-23"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915677"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483203"	"102.100.100/34192"	NA	NA	"2016-2-23"	NA	"46"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-02-23T04:00:00"	FALSE
"SRR5915678"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483247"	"102.100.100/34236"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915679"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483247"	"102.100.100/34236"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915680"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483249"	"102.100.100/34238"	NA	NA	"2016-2-2"	NA	"10"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915681"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483248"	"102.100.100/34237"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915682"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483248"	"102.100.100/34237"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915683"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483248"	"102.100.100/34237"	NA	NA	"2016-2-2"	NA	"0"	NA	"Australia:Darwin NRS"	"12.400000 S 130.768000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-12.4	130.768	"2016-02-02T02:30:00"	FALSE
"SRR5915684"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483272"	"102.100.100/34261"	NA	NA	"2015-12-16"	NA	"50"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2015-12-16T02:00:00"	FALSE
"SRR5915685"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483273"	"102.100.100/34262"	NA	NA	"2016-3-18"	NA	"0"	NA	"Australia:North Stradbroke Island NRS"	"27.345000 S 153.562000 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-27.345	153.562	"2016-03-18T02:00:00"	FALSE
"SRR5915686"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483176"	"102.100.100/34165"	NA	NA	"2016-4-13"	NA	"20"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915687"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483176"	"102.100.100/34165"	NA	NA	"2016-4-13"	NA	"20"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915688"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483175"	"102.100.100/34164"	NA	NA	"2016-4-13"	NA	"10"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915689"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483175"	"102.100.100/34164"	NA	NA	"2016-4-13"	NA	"10"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915690"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483175"	"102.100.100/34164"	NA	NA	"2016-4-13"	NA	"10"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915691"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483176"	"102.100.100/34165"	NA	NA	"2016-4-13"	NA	"20"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915692"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483174"	"102.100.100/34163"	NA	NA	"2016-4-13"	NA	"0"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915693"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483174"	"102.100.100/34163"	NA	NA	"2016-4-13"	NA	"0"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915694"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483174"	"102.100.100/34163"	NA	NA	"2016-4-13"	NA	"0"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915695"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483174"	"102.100.100/34163"	NA	NA	"2016-4-13"	NA	"0"	NA	"Australia:Rottnest Island NRS"	"32.000000 S 115.416700 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-32	115.4167	"2016-04-13T04:00:00"	FALSE
"SRR5915696"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483163"	"102.100.100/34152"	NA	NA	"2016-3-4"	NA	"10"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-04T01:00:00"	FALSE
"SRR5915697"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN07483164"	"102.100.100/34153"	NA	NA	"2016-3-4"	NA	"20"	NA	"Australia:Maria Island NRS"	"42.596700 S 148.233300 E"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.5967	148.2333	"2016-03-04T01:00:00"	FALSE
