Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	Collection_Month	Collection_Date	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_ID	SRA Study	Depth
SRR13612792	AMPLICON	600	27754989	PRJNA695866	SAMN17621172	Metagenome or environmental	15021909	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006324	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70819	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.200m	70819	SRP304319	200
SRR13612793	AMPLICON	600	23424155	PRJNA695866	SAMN17621171	Metagenome or environmental	13007365	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006323	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70820	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.150m	70820	SRP304319	150
SRR13612794	AMPLICON	600	27904515	PRJNA695866	SAMN17621170	Metagenome or environmental	15539427	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006322	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70821	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.100m	70821	SRP304319	100
SRR13612795	AMPLICON	600	30275894	PRJNA695866	SAMN17621169	Metagenome or environmental	16045505	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006321	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70828	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.67m	70828	SRP304319	67
SRR13612796	AMPLICON	600	38836329	PRJNA695866	SAMN17621168	Metagenome or environmental	20115648	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006320	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70822	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.50m	70822	SRP304319	50
SRR13612798	AMPLICON	599	31330707	PRJNA695866	SAMN17621167	Metagenome or environmental	15849084	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006318	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70827	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.25m	70827	SRP304319	25
SRR13612799	AMPLICON	600	33098268	PRJNA695866	SAMN17621166	Metagenome or environmental	16652533	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006317	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70829	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.10m	70829	SRP304319	10
SRR13612800	AMPLICON	600	31046641	PRJNA695866	SAMN17621165	Metagenome or environmental	15851473	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006316	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	29.69 N 117.07 W	70830	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn11.3m	70830	SRP304319	3
SRR13612801	AMPLICON	600	27296900	PRJNA695866	SAMN17621164	Metagenome or environmental	14278297	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006315	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70806	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.150m	70806	SRP304319	150
SRR13612802	AMPLICON	600	31249946	PRJNA695866	SAMN17621163	Metagenome or environmental	16871048	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006314	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70807	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.100m	70807	SRP304319	100
SRR13612803	AMPLICON	600	22905575	PRJNA695866	SAMN17621162	Metagenome or environmental	12261488	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006313	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70813	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.55m	70813	SRP304319	55
SRR13612804	AMPLICON	600	29441097	PRJNA695866	SAMN17621161	Metagenome or environmental	15415677	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006312	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70808	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.25m	70808	SRP304319	25
SRR13612805	AMPLICON	600	27861179	PRJNA695866	SAMN17621160	Metagenome or environmental	14367266	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006311	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70814	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.10m	70814	SRP304319	10
SRR13612806	AMPLICON	600	34405014	PRJNA695866	SAMN17621159	Metagenome or environmental	17460561	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006310	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.8.17	30.03 N 117.03 W	70815	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn9.3m	70815	SRP304319	3
SRR13612807	AMPLICON	600	19691923	PRJNA695866	SAMN17621158	Metagenome or environmental	12386719	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006309	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70775	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.200m	70775	SRP304319	200
SRR13612809	AMPLICON	600	17780221	PRJNA695866	SAMN17621157	Metagenome or environmental	11508348	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006307	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70776	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.150m	70776	SRP304319	150
SRR13612810	AMPLICON	600	18080872	PRJNA695866	SAMN17621156	Metagenome or environmental	11740418	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006306	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70777	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.100m	70777	SRP304319	100
SRR13612811	AMPLICON	600	19597363	PRJNA695866	SAMN17621155	Metagenome or environmental	12504564	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006305	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70778	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.50m	70778	SRP304319	50
SRR13612812	AMPLICON	600	26099852	PRJNA695866	SAMN17621154	Metagenome or environmental	15571533	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006304	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70783	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.27m	70783	SRP304319	27
SRR13612813	AMPLICON	600	30906500	PRJNA695866	SAMN17621153	Metagenome or environmental	17680791	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006303	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70784	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.10m	70784	SRP304319	10
SRR13612814	AMPLICON	600	30390410	PRJNA695866	SAMN17621152	Metagenome or environmental	17529311	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006302	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.7.17	30.36 N 116.36 W	70785	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn7.3m	70785	SRP304319	3
SRR13612854	AMPLICON	600	18150054	PRJNA695866	SAMN17621143	Metagenome or environmental	10981004	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006261	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70835	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.200m	70835	SRP304319	200
SRR13612855	AMPLICON	600	21205265	PRJNA695866	SAMN17621142	Metagenome or environmental	11639989	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006260	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70836	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.150m	70836	SRP304319	150
SRR13612856	AMPLICON	600	27344287	PRJNA695866	SAMN17621141	Metagenome or environmental	15635196	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006259	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70837	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.100m	70837	SRP304319	100
SRR13612857	AMPLICON	600	21961201	PRJNA695866	SAMN17621140	Metagenome or environmental	13115235	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006258	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70843	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.55m	70843	SRP304319	55
SRR13612858	AMPLICON	600	35439710	PRJNA695866	SAMN17621139	Metagenome or environmental	18498073	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006257	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70838	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.25m	70838	SRP304319	25
SRR13612859	AMPLICON	600	34376845	PRJNA695866	SAMN17621138	Metagenome or environmental	18394161	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006256	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70844	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.10m	70844	SRP304319	10
SRR13612861	AMPLICON	600	30849979	PRJNA695866	SAMN17621137	Metagenome or environmental	16438876	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006254	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.52 N 120.25 W	70845	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn5.3m	70845	SRP304319	3
SRR13612815	AMPLICON	600	31071584	PRJNA695866	SAMN17621151	Metagenome or environmental	17945886	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006301	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70893	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.200m	70893	SRP304319	200
SRR13612816	AMPLICON	600	32750532	PRJNA695866	SAMN17621150	Metagenome or environmental	17738408	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006300	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70894	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.150m	70894	SRP304319	150
SRR13612817	AMPLICON	600	21735194	PRJNA695866	SAMN17621149	Metagenome or environmental	11106156	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006299	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70895	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.100m	70895	SRP304319	100
SRR13612818	AMPLICON	600	31395799	PRJNA695866	SAMN17621148	Metagenome or environmental	16803630	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006267	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70896	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.50m	70896	SRP304319	50
SRR13612850	AMPLICON	600	29263590	PRJNA695866	SAMN17621147	Metagenome or environmental	15690509	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006265	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70902	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.35m	70902	SRP304319	35
SRR13612851	AMPLICON	600	38993707	PRJNA695866	SAMN17621146	Metagenome or environmental	20361365	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006264	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70901	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.20m	70901	SRP304319	20
SRR13612852	AMPLICON	600	34070939	PRJNA695866	SAMN17621145	Metagenome or environmental	17621280	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006263	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70903	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.10m	70903	SRP304319	10
SRR13612853	AMPLICON	600	34648150	PRJNA695866	SAMN17621144	Metagenome or environmental	18100557	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006262	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	31.7 N 119.41 W	70904	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn6.3m	70904	SRP304319	3
SRR13612862	AMPLICON	600	25526637	PRJNA695866	SAMN17621136	Metagenome or environmental	13682506	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006253	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70849	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.200m	70849	SRP304319	200
SRR13612863	AMPLICON	600	22153344	PRJNA695866	SAMN17621135	Metagenome or environmental	12048593	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006252	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70850	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.150m	70850	SRP304319	150
SRR13612864	AMPLICON	600	21805878	PRJNA695866	SAMN17621134	Metagenome or environmental	11842389	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006251	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70851	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.100m	70851	SRP304319	100
SRR13612865	AMPLICON	600	29184597	PRJNA695866	SAMN17621133	Metagenome or environmental	16181776	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006250	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70852	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.25m	70852	SRP304319	25
SRR13612866	AMPLICON	600	38412078	PRJNA695866	SAMN17621132	Metagenome or environmental	20929748	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006249	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70858	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.10m	70858	SRP304319	10
SRR13612867	AMPLICON	600	30015578	PRJNA695866	SAMN17621131	Metagenome or environmental	16177841	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006248	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.9.17	31.85 N 119.57 W	70859	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn4.3m	70859	SRP304319	3
SRR13612868	AMPLICON	600	31240548	PRJNA695866	SAMN17621130	Metagenome or environmental	17706341	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006247	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70863	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.200m	70863	SRP304319	200
SRR13612869	AMPLICON	600	32780625	PRJNA695866	SAMN17621129	Metagenome or environmental	17754535	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006246	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70864	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.150m	70864	SRP304319	150
SRR13612870	AMPLICON	600	23459104	PRJNA695866	SAMN17621128	Metagenome or environmental	12307018	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006245	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70865	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.100m	70865	SRP304319	100
SRR13612872	AMPLICON	600	36743606	PRJNA695866	SAMN17621127	Metagenome or environmental	21037056	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006243	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70866	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.50m	70866	SRP304319	50
SRR13612873	AMPLICON	600	39441942	PRJNA695866	SAMN17621126	Metagenome or environmental	21736487	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006242	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70872	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.35m	70872	SRP304319	35
SRR13612874	AMPLICON	600	36900623	PRJNA695866	SAMN17621125	Metagenome or environmental	20623508	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006241	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70871	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.25m	70871	SRP304319	25
SRR13612875	AMPLICON	600	38143263	PRJNA695866	SAMN17621124	Metagenome or environmental	20320445	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006240	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70873	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.10m	70873	SRP304319	10
SRR13612876	AMPLICON	600	34896680	PRJNA695866	SAMN17621123	Metagenome or environmental	19758478	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006239	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	32.18 N 118.89 W	70874	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn3.3m	70874	SRP304319	3
SRR13612877	AMPLICON	600	29869556	PRJNA695866	SAMN17621122	Metagenome or environmental	16332254	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006238	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70717	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.200m	70717	SRP304319	200
