Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Depth	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study
SRR15563486	AMPLICON	602	59142286	PRJNA756869	SAMN20928583	"MIMS.me,MIGS/MIMS/MIMARKS.water"	41475399	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	100	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861581	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S24	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.3	SRP333639
SRR15563487	AMPLICON	602	347354	PRJNA756869	SAMN20928582	"MIMS.me,MIGS/MIMS/MIMARKS.water"	326456	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861580	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S23	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.2	SRP333639
SRR15563488	AMPLICON	602	220332	PRJNA756869	SAMN20928581	"MIMS.me,MIGS/MIMS/MIMARKS.water"	239271	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861579	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S22	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.1	SRP333639
SRR15563489	AMPLICON	602	18410364	PRJNA756869	SAMN20928580	"MIMS.me,MIGS/MIMS/MIMARKS.water"	12283204	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	1500	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861578	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S21	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.6	SRP333639
SRR15563490	AMPLICON	602	2964850	PRJNA756869	SAMN20928562	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2172843	UNIVERSITY OF COPENHAGEN	7/14/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	30	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861577	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 16.79 W	S3	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F1.3	SRP333639
SRR15563491	AMPLICON	602	934304	PRJNA756869	SAMN20928579	"MIMS.me,MIGS/MIMS/MIMARKS.water"	738026	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861576	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S20	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.5	SRP333639
SRR15563492	AMPLICON	602	483406	PRJNA756869	SAMN20928578	"MIMS.me,MIGS/MIMS/MIMARKS.water"	415137	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861575	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S19	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.4	SRP333639
SRR15563493	AMPLICON	602	8036098	PRJNA756869	SAMN20928577	"MIMS.me,MIGS/MIMS/MIMARKS.water"	5501310	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	90	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861574	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S18	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.3	SRP333639
SRR15563494	AMPLICON	602	721196	PRJNA756869	SAMN20928576	"MIMS.me,MIGS/MIMS/MIMARKS.water"	578153	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861573	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S17	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.1	SRP333639
SRR15563495	AMPLICON	602	4589046	PRJNA756869	SAMN20928575	"MIMS.me,MIGS/MIMS/MIMARKS.water"	3156113	UNIVERSITY OF COPENHAGEN	7/18/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861572	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 21.82 W	S16	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F7.3	SRP333639
SRR15563496	AMPLICON	602	219128	PRJNA756869	SAMN20928574	"MIMS.me,MIGS/MIMS/MIMARKS.water"	237918	UNIVERSITY OF COPENHAGEN	7/18/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	20	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861571	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 21.82 W	S15	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F7.2	SRP333639
SRR15563497	AMPLICON	602	2155762	PRJNA756869	SAMN20928573	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1679772	UNIVERSITY OF COPENHAGEN	7/18/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861570	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 21.82 W	S14	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F7.1	SRP333639
SRR15563498	AMPLICON	602	5038138	PRJNA756869	SAMN20928572	"MIMS.me,MIGS/MIMS/MIMARKS.water"	3620733	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861569	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S13	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.4	SRP333639
SRR15563499	AMPLICON	602	744303770	PRJNA756869	SAMN20928571	"MIMS.me,MIGS/MIMS/MIMARKS.water"	502422651	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	60	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861568	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S12	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.3	SRP333639
SRR15563500	AMPLICON	602	1048575038	PRJNA756869	SAMN20928570	"MIMS.me,MIGS/MIMS/MIMARKS.water"	696095789	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861567	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S11	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.2	SRP333639
SRR15563501	AMPLICON	602	1582658	PRJNA756869	SAMN20928561	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1177695	UNIVERSITY OF COPENHAGEN	7/14/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	12	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861566	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 16.79 W	S2	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F1.2	SRP333639
SRR15563502	AMPLICON	602	598990	PRJNA756869	SAMN20928560	"MIMS.me,MIGS/MIMS/MIMARKS.water"	534199	UNIVERSITY OF COPENHAGEN	7/14/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861565	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 16.79 W	S1	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F1.1	SRP333639
SRR15563679	AMPLICON	602	1998640	PRJNA756869	SAMN20928587	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1520197	UNIVERSITY OF COPENHAGEN	7/23/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	101	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861820	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 26.00 W	S81	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F15.3	SRP333639
SRR15563680	AMPLICON	602	497252	PRJNA756869	SAMN20928586	"MIMS.me,MIGS/MIMS/MIMARKS.water"	422441	UNIVERSITY OF COPENHAGEN	7/23/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861819	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 26.00 W	S80	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F15.1	SRP333639
SRR15563681	AMPLICON	602	82289186	PRJNA756869	SAMN20928569	"MIMS.me,MIGS/MIMS/MIMARKS.water"	53378832	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861818	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S71	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.1	SRP333639
SRR15563682	AMPLICON	602	475692574	PRJNA756869	SAMN20928564	"MIMS.me,MIGS/MIMS/MIMARKS.water"	324781850	UNIVERSITY OF COPENHAGEN	7/15/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	6	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861817	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 18.47 W	S70	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F3.1	SRP333639
SRR15563683	AMPLICON	602	50029210	PRJNA756869	SAMN20928582	"MIMS.me,MIGS/MIMS/MIMARKS.water"	32289718	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861816	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S79	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.2	SRP333639
SRR15563684	AMPLICON	602	581532	PRJNA756869	SAMN20928581	"MIMS.me,MIGS/MIMS/MIMARKS.water"	469845	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861815	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S78	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.1	SRP333639
SRR15563685	AMPLICON	602	780794	PRJNA756869	SAMN20928576	"MIMS.me,MIGS/MIMS/MIMARKS.water"	599983	UNIVERSITY OF COPENHAGEN	7/19/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861814	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 23.49 W	S77	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F9.1	SRP333639
SRR15563686	AMPLICON	602	12761798	PRJNA756869	SAMN20928574	"MIMS.me,MIGS/MIMS/MIMARKS.water"	8486682	UNIVERSITY OF COPENHAGEN	7/18/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	20	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861813	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 21.82 W	S76	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F7.2	SRP333639
SRR15563687	AMPLICON	602	400330	PRJNA756869	SAMN20928573	"MIMS.me,MIGS/MIMS/MIMARKS.water"	363987	UNIVERSITY OF COPENHAGEN	7/18/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861812	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 21.82 W	S75	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F7.1	SRP333639
SRR15563688	AMPLICON	602	413967106	PRJNA756869	SAMN20928572	"MIMS.me,MIGS/MIMS/MIMARKS.water"	275873714	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861811	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S74	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.4	SRP333639
SRR15563689	AMPLICON	602	460451138	PRJNA756869	SAMN20928571	"MIMS.me,MIGS/MIMS/MIMARKS.water"	303072261	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	60	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861810	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S73	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.3	SRP333639
SRR15563690	AMPLICON	602	806078	PRJNA756869	SAMN20928612	"MIMS.me,MIGS/MIMS/MIMARKS.water"	624714	UNIVERSITY OF COPENHAGEN	8/6/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861809	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 18.56 W	S95	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F33.1	SRP333639
SRR15563691	AMPLICON	602	887825386	PRJNA756869	SAMN20928601	"MIMS.me,MIGS/MIMS/MIMARKS.water"	621402835	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861808	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S94	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.1	SRP333639
SRR15563692	AMPLICON	602	3238158	PRJNA756869	SAMN20928598	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2350273	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861807	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S93	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.4	SRP333639
SRR15563693	AMPLICON	602	3218292	PRJNA756869	SAMN20928570	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2262456	UNIVERSITY OF COPENHAGEN	7/16/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861806	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 19.31 W	S72	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F4.2	SRP333639
SRR15563694	AMPLICON	602	310933000	PRJNA756869	SAMN20928596	"MIMS.me,MIGS/MIMS/MIMARKS.water"	215868813	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	45	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861805	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S92	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.2	SRP333639
SRR15563695	AMPLICON	602	1272026	PRJNA756869	SAMN20928595	"MIMS.me,MIGS/MIMS/MIMARKS.water"	999360	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861804	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S90	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.5	SRP333639
SRR15563696	AMPLICON	602	72290568	PRJNA756869	SAMN20928594	"MIMS.me,MIGS/MIMS/MIMARKS.water"	50140142	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861803	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S89	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.4	SRP333639
SRR15563697	AMPLICON	602	942130	PRJNA756869	SAMN20928593	"MIMS.me,MIGS/MIMS/MIMARKS.water"	760924	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	65	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861802	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S88	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.3	SRP333639
SRR15563698	AMPLICON	602	1771084	PRJNA756869	SAMN20928592	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1322509	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861801	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S87	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.2	SRP333639
SRR15563699	AMPLICON	602	2492280	PRJNA756869	SAMN20928591	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1757408	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861800	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S86	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.1	SRP333639
SRR15563700	AMPLICON	602	18041940	PRJNA756869	SAMN20928590	"MIMS.me,MIGS/MIMS/MIMARKS.water"	12782157	UNIVERSITY OF COPENHAGEN	7/24/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	55	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861799	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	19.89 N 26.00 W	S83	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F16.2	SRP333639
SRR15563701	AMPLICON	602	3412738	PRJNA756869	SAMN20928589	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2466577	UNIVERSITY OF COPENHAGEN	7/24/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861798	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	19.89 N 26.00 W	S82	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F16.1	SRP333639
