Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1178362,2014-03-15 00:00:00,2014-03-03 21:26:50,6140,3076283,6140,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178362/SRR1178362.1,SRX477458,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563092,SAMN02662137,simple,1169740,aquatic metagenome,SR6,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,A69A6F15741F72A4E1697FFEC5F9229D,B22868FEA4E9EDDD0DF115B00FDBF969
SRR1178361,2014-03-15 00:00:00,2014-03-03 21:26:48,1688,846206,1688,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178361/SRR1178361.1,SRX477457,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563093,SAMN02662136,simple,1169740,aquatic metagenome,SR5,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,874BFF86EE4BB0B375BE14CF25A4232B,6EFDEB278803D35BDF14711EA6929A9E
SRR1178363,2014-03-15 00:00:00,2014-03-03 21:26:52,9200,4609380,9200,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178363/SRR1178363.1,SRX477459,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563094,SAMN02662138,simple,1169740,aquatic metagenome,SR7,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,53D83B71223BC58CE7FF538A42DA098E,92EA9B9F87DD49E389B32385E5DA7B44
SRR1178364,2014-03-15 00:00:00,2014-03-03 21:26:51,7322,3668326,7322,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178364/SRR1178364.1,SRX477460,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563095,SAMN02662139,simple,1169740,aquatic metagenome,SR8,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,73BDCD33B5566E8E42AA76D25FE1A3E6,85AB5E723B44F72F07B2E82CB1CF7A2E
SRR1178365,2014-03-15 00:00:00,2014-03-03 21:25:52,6036,3027337,6036,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178365/SRR1178365.1,SRX477461,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563096,SAMN02663053,simple,1169740,aquatic metagenome,SR11,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,E74E185B6C519F8330ADFAC019DB0EDC,C85C459EBA0AD50DAB3EA94F8C6B11A9
SRR1178366,2014-03-15 00:00:00,2014-03-03 21:25:54,9448,4741234,9448,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178366/SRR1178366.1,SRX477462,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563097,SAMN02664508,simple,1169740,aquatic metagenome,SR12,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,4E9E50E2B3055958060294F444DB5837,85037E59E8167672246BDA4B0A410179
SRR1178367,2014-03-15 00:00:00,2014-03-03 21:25:52,2840,1425007,2840,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178367/SRR1178367.1,SRX477463,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563098,SAMN02664509,simple,1169740,aquatic metagenome,SR13,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,1FA94C99132A2899EFFF2909F207EAC7,0D33D936D485684243D3F7E7D3E927F3
SRR1178368,2014-03-15 00:00:00,2014-03-03 21:25:53,11120,5580550,11120,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178368/SRR1178368.1,SRX477464,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563099,SAMN02664510,simple,1169740,aquatic metagenome,SR14,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,0217FDBB71B08F605A2B8B2A4B82D5CD,C4972FCCC3DB03FBDE7A06273B828C45
SRR1178369,2014-03-15 00:00:00,2014-03-03 21:25:54,6680,3346460,6680,500,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178369/SRR1178369.1,SRX477465,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563100,SAMN02664569,simple,1169740,aquatic metagenome,SR16,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,190C07ED2504B450368854275E827F84,ABFDC5636640053ABE69179A34155AEC
SRR1178370,2014-03-15 00:00:00,2014-03-03 21:25:53,3113,1559785,3113,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178370/SRR1178370.1,SRX477466,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563101,SAMN02664570,simple,1169740,aquatic metagenome,SR17,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,036692FD975A29F0F0F8B6BBEDA4E997,246BDCF62C5B64C7A1E3F1614EDA8BB9
SRR1178371,2014-03-15 00:00:00,2014-03-03 21:25:53,5741,2876242,5741,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178371/SRR1178371.1,SRX477467,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563102,SAMN02664571,simple,1169740,aquatic metagenome,SR20,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,EC2D45C236C94E0799F384E61EC1127A,749D275E28D4149DF92241C5FF027805
SRR1178372,2014-03-15 00:00:00,2014-03-03 21:26:51,5515,2767807,5515,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178372/SRR1178372.1,SRX477468,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563103,SAMN02664572,simple,1169740,aquatic metagenome,SR21,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,8D7B6A6948FBE45063B5B88EF7829CD4,77E4D82BE47E0887C46AAB8120A86A01
